,0,1,2,3,
1919,요즘 노친네들은 말을 쳐듣질 않아,1,"['요즘', '노친', '네', '들', '은', '말', '을', '치', '어', '듣', '지', 'ᆯ', '않', '어']","노친네,",
1920,딸배들 대부분 못 배운 양아치들이라 더 극성임.,1,"['딸', '배', '들', '대', '부분', '못', '배우', 'ᆫ', '양아치', '들', '이', '라', '더', '극성', '이', 'ᆷ', '.']","딸배,못배우,못배운,양아치,",
1921,응 한남유충 낳으면 안 되는 이유 추가임,1,"['응', '한', '남', '유충', '낳', '으면', '안', '되', '는', '이유', '추가', '임']","한남,유충,한남유충,",
1922,"장애련아, 네가 약속 시간 늦은 거잖아",1,"['장', '애련', '아', ',', '너', '가', '약속', '시간', '늦', '은', '거', '잖아']","장애,장애련,",
1923,아직도 OO 믿는 머저리들이 있어?,1,"['아직', '도', 'OO', '믿', '는', '머저리', '들', '이', '있', '어', '?']","머저리,",
1924,그런거에 넘어가는 흑우들이 다 머저리이지,1,"['그런', '거', '에', '넘어가', '는', '흑우', '들', '이', '다', '머저리', '이', '지']","흑우,",
1925,뭐라 지껄이는 거야,1,"['뭐', '이', '라', '지껄이', '는', '거', '야']","지껄이,",
1926,도쟁이들 한번만 더 전도하면 모가지 썰어버릴 거야,1,"['도', '쟁이', '들', '한', '번', '만', '더', '전', '도', '하', '면', '모가지', '썰', '어', '버리', 'ᆯ', '거', '야']","도쟁이,",
1927,OO 쓔앙것들이 개인정보 다 털어가는데 병신들이 그걸 몰라요,1,"['OO', '쓔앙것', '들', '이', '개인', '정보', '다', '털', '어', '가', '는', '데', '병신', '들', '이', '그거', 'ᆯ', '모르', '어요']","쓔앙것,병신,",
1928,간접흡연으로 피해주는 애들 폭행 살인해도 정당방위 인정해줘라;,1,"['간접흡연', '으로', '피하', '어', '주', '는', '애', '들', '폭행', '살인', '하', '어도', '정당방위', '인정', '하', '어', '주', '어라', ';']","폭행,살인,",
1929,길빵충은 ㅇㅈ이지,1,"['길빵', '충', '은', 'ㅇㅈ', '이', '지']","길빵충,충,",
1930,광고충들 붙으면 내 글이 가치가 뚝뚝 떨어져.,1,"['광고', '충', '들', '붙', '으면', '나', '의', '글', '이', '가치', '가', '뚝뚝', '떨어지', '어', '.']","광고충,",
1931,처음이고 찌럴이고 준내 못하잖아 븨웅신련아,1,"['처음', '이', '고', '찌럴', '이', '고', '주', 'ᆫ', '내', '못하', '지', '않', '어', '븨웅신련아']","븨웅신,뷔웅신련아,",
1932,한국인들 모아서 아우슈비츠에 넣고 싶은 마음이다.,1,"['한국인', '들', '모으', '어서', '아우슈비츠', '에', '넣', '고', '싶', '은', '마음', '이', '다', '.']","아우슈비츠,",
1933,틀딱들이여서 사고의 한계임,1,"['틀', '딱', '들이', '여서', '사고', '의', '한계', '이', 'ᆷ']","틀딱,한계,",
1934,ㄹㅇ 교수들도 그냥 날강도샛기들이야;,1,"['ㄹㅇ', '교수', '들', '도', '그냥', '날강도', '새', '엇', '기', '들', '이', '야', ';']","날강도,샛기,",
1935,뭐? 어디 태극기 노인들하고 다를 바 없는 게 뚫린 입이라고 아무말이나 하네?,1,"['뭐', '?', '어디', '태극기', '노인', '들', '하고', '다르', 'ᆯ', '바', '없', '는', '것', '이', '뚫리', 'ᆫ', '입', '이', '라고', '아무', '말', '이나', '하', '네', '?']","태극기노인,뚫린입,",
1936,나한테 걸렸으면 칼푹찍이었음,1,"['나', '한테', '걸리', '었', '으면', '칼푹찍', '이', '었', '음']","칼푹찍,",
1937,응 아니야~ 거지샛끼가 말이 많네,1,"['응', '아니야', '~', '거지샛끼', '가', '말', '이', '많', '네']","거지,거지샛끼,",
1938,갈수록 특딱들 살기 좋은 세상이다.,1,"['가', 'ᆯ수록', '특', '딱', '들', '살', '기', '좋', '은', '세상', '이', '다', '.']","특딱,",
1939,하여튼 킥라니들 로드킬 당해봐야 정신 차리지,1,"['하여튼', '킥라니들', '로드킬', '당', '하', '어', '보', '어야', '정신', '차리', '지']","킥라니,로드킬,",
1940,아가리를 꼬매버릴 수도 없고,1,"['아가리', '를', '꼬매', '어', '버리', 'ᆯ', '수', '도', '없', '고']","아가리,",
1941,뒷문으로 타는 것들 머리통 갈겨주고 싶음,1,"['뒷문', '으로', '타', '는', '것', '들', '머리통', '갈기', '어', '주', '고', '싶', '음']","머리통,머리통갈기,머리통갈겨,",
1942,고아년아 삼성이 준 말엔 부스터달려있냐??,1,"['고아', '년', '아', '삼성', '이', '주', 'ᆫ', '말', '에', 'ᆫ', '부스터', '달리', '어', '있', '냐', '??']","고아,고아년,",
1943,싸대기 쳐버리고싶네 ㅋㅋ,1,"['싸대기', '치', '어', '버리', '고', '싶', '네', 'ㅋㅋ']","싸대기,싸대기쳐,",
1944,탈레반이 모가지라도 따야 정신차리지,1,"['탈레반', '이', '모가지', '이', '라도', '따', '어야', '정신', '차리', '지']","탈레반,모가지,",
1945,이 빨간코주부들은 술 취하면 다 무죄인줄 알어,1,"['이', '빨갛', '은', '코', '주부', '들', '은', '술', '취하', '면', '다', '무죄', '이', 'ᆫ', '줄', '알', '어']","빨간코주부,",
1946,앰생처럼 생겼던데 번호 절대 안주지,1,"['앰생', '처럼', '생기', '었', '던데', '번호', '절대', '안', '주', '지']","앰생,",
1947,하극상이나 하는 도른자야 인성자랑 딴데서 해.,1,"['하극상', '이나', '하', '는', '도른자야', '인성', '자랑', '딴', '데', '서', '하', '어', '.']","하극상,도른자,",
1948,ㅋㅋㅋ앰뒤 거지들아 남캠도 돈 쓸어 담고 있다,1,"['ㅋㅋㅋ', '앰뒤', '거지', '들', '아', '남', '캠', '도', '돈', '쓸', '어', '담', '고', '있', '다']","앰뒤,거지,",
1949,그 정도면 인정ㅋㅋㅋ선생님 찾아가서 피떡을 만들어 드려,1,"['그', '정도', '이', '면', '인정', 'ㅋㅋㅋ', '선생', '님', '찾아가', '어서', '피', '떡', '을', '만들', '어', '드리', '어']","피떡,",
1950,예의없는 후배들 빠따 한 대씩 맞아야 함,1,"['예의', '없', '는', '후배', '들', '빠따', '한', '대', '씩', '맞', '어야', '하', 'ᆷ']","빠따,",
1951,ㅇㅈ 보적보 국룰임,1,"['ㅇㅈ', '보적보', '국룰임']","보적보,",
1952,와ㅋㅋㅋ여기 정신이상자 추가요,1,"['오', '어', 'ㅋㅋㅋ', '여기', '정신', '이', '상자', '추가', '요']","정신이상자,",
1953,앂빨 느끼하게 생기가지고 내스탈은 아이다,1,"['앂빨', '느끼하', '게', '생기', '가', '지', '고', '나', '의', '스탈', '은', '아이다']","앂빨,",
1954,아이폰은 몇 년을 써도 성능 비슷하고 중고로도 잘 팔림 삼성은 디자인도 좇구리고 그냥 그거 쓰면 둔해보임 죷성페이 부심도 잣같음,1,"['아이폰', '은', '몇', '년', '을', '쓰', '어도', '성능', '비슷', '하', '고', '중고', '로', '도', '잘', '팔리', 'ᆷ', '삼성', '은', '디자인', '도', '좇구리', '이', '고', '그냥', '그거', '쓰', '면', '둔하', '어', '보이', 'ᆷ', '죷성페이', '부심', '도', '잣', '같', '음']","좆구리,좆성페이,",
1955,이미지메이킹이 아니라 이미지 줏창내기던데 ㅋㅋ,1,"['이미지', '메이킹', '이', '아니', '라', '이미지', '줏창내기던데', 'ㅋㅋ']","줏창,줏창내기,",
1956,늙어도 곱게 쳐 늙어야지 쓰레기짓 할 것 같으면 그쪽도 빨리 저승가세요,1,"['늙', '어도', '곱', '게', '치', '어', '늙', '어야지', '쓰레기', '짓', '하', 'ᆯ', '것', '같', '으면', '그쪽', '도', '빨리', '저승', '가', '세요']","쓰레기,쓰레기짓,저승,",
1957,야 OO 걔는 그렇게 잘난 척하더니 결국 삼백충이랑 결혼했다며,1,"['야', 'OO', '걔', '는', '그렇', '게', '잘나', 'ᆫ', '척', '하', '더니', '결국', '삼백', '충', '이랑', '결혼', '하', '었', '다며']","삼백충,",
1958,사장 머가리가 텅 비어가지고 생각 없이 사람 뽑아,1,"['사장', '머가리', '가', '텅', '비', '어', '가지', '고', '생각', '없이', '사람', '뽑', '어']","머가리,",
1959,저 벌레 같은 이대남들 살충제 뿌려서 다 죽이고 싶음 ㅋㅋㅋ,1,"['저', '벌레', '같', '은', '이', '대남', '들', '살충제', '뿌리', '어서', '다', '죽이', '고', '싶', '음', 'ㅋㅋㅋ']","벌레,살충제,",
1960,아직도 평균이 기준이라고 생각하고 실험하는 빙충이들이 있냐?,1,"['아직', '도', '평균', '이', '기준', '이', '라고', '생각', '하', '고', '실험', '하', '는', '빙충이', '들', '이', '있', '냐', '?']","빙충,",
1961,OO놈들 땅크로 밀어 버려야 하는데.,1,"['OO', '놈', '들', '땅크', '로', '밀', '어', '버리', '어야', '하', '는', '데', '.']","땅크,",
1962,트로트 잡랸들 설치는 거 개 잣 같지 않아? 정신없어죽겠다,1,"['트로트', '잡랸', '들', '설치', '는', '거', '개', '잣', '같', '지', '않', '어', '?', '정신없', '어', '죽', '겠', '다']","잡랸,",
1963,그런 량아치같은 샠히들이 뭐가 좋다고 할머니들 벌벌거리지 웃기다,1,"['그런', '량아치', '같', '은', '샠히', '들', '이', '뭐', '가', '좋', '다고', '할머니', '들', '벌벌', '거리', '지', '웃기', '다']","량아치,",
1964,완전 쓰레기장인데 잣댐ㅋㅋ,1,"['완전', '쓰레기장', '이', 'ᆫ데', '잣', '댐', 'ㅋㅋ']","쓰레기,쓰레기장,잣,잣댐,",
1965,4.19 의거로 쫓겨난 독재자이며 매국노인데 머라 쳐떠들어쌌노.,1,"['4.19', '의거', '로', '쫓겨나', 'ᆫ', '독재자', '이', '며', '매국노', '이', 'ᆫ데', '머', '이', '라', '치', '어', '떠들', '어', '싸', '었', '노', '.']","독재자,매국노,",
1966,진짜 명치를 쎄게 때리고 싶다..,1,"['진짜', '명치', '를', '쎄', '게', '때리', '고', '싶', '다', '..']","명치,",
1967,빡대가리가 그럴 일이 있냐 ㅋㅋㅋ,1,"['빡', '대가리', '가', '그러', 'ᆯ', '일', '이', '있', '냐', 'ㅋㅋㅋ']","빡대가리,대가리,",
1968,쓰레기 흡연충같으니라고 인생 조창났냐?,1,"['쓰레기', '흡연', '충', '같', '으니라고', '인생', '조창', '나', '었', '냐', '?']","쓰레기,흡연충,조창,조창나,",
1969,탈레반 골 뚜껑 한번 열어 보면 좋겠다.,1,"['탈레반', '골', '뚜껑', '한', '번', '열', '어', '보', '면', '좋', '겠', '다', '.']","탈레반,골뚜껑,",
1970,뭔 쌉 소리야 벌레가 얌전히 서폿이나 하셈,1,"['뭔', '쌉', '소리', '이', '야', '벌레', '가', '얌전히', '서폿', '이나', '하셈']","쌉,쌉소리,벌레,",
1971,조센징 안락사는 내가 전문인데,1,"['조센징', '안락사', '는', '나', '가', '전문', '이', 'ᆫ데']","조센징,안락사,",
1972,사실 지금 조센징 전원 박멸 프로젝트 가동중이거든,1,"['사실', '지금', '조센징', '전원', '박멸', '프로젝트', '가동', '중', '이', '거든']","조센징,박멸,",
1973,내가 사기 아님 아니라고 병슨 럼아,1,"['나', '가', '사기', '아니', 'ᆷ', '아니', '라고', '병', '슬', 'ᆫ', '럼', '아']","병슨,병슨럼,",
1974,조카신발롬아,1,"['조카', '신발', '롬', '아']","조카,신발롬,",
1975,틀니 부셔버리고싶네,1,"['틀니', '부시', '어', '버리', '고', '싶', '네']","틀니,",
1976,여자들 쌈싸다구 조지게 때려주고 싶다.,1,"['여자', '들', '쌈', '싸', '다구', '조지', '게', '때리', '어', '주', '고', '싶', '다', '.']","쌈싸다구,",
1977,월급은 엄청 많고 하는 일이 있나 개련들,1,"['월급', '은', '엄청', '많', '고', '하', '는', '일', '이', '있', '나', '개', '련', '들']","개련,련,",
1978,에라이 쓰삘 절라 귀찮구만 왜 자꾸 맞으라하는거야,1,"['에라', '이', '쓰삘', '저', 'ᆯ라', '귀찮', '구만', '왜', '자꾸', '맞', '으라', '하', '는', '거', '야']","쓰삘,",
1979,비대면이라서 그런건 줄 아냐? 니가 죤나 빡아사리라서 집중 못하는거임 뵹신색기 ㅋㅋ,1,"['비', '대면', '이', '라서', '그런', '거', 'ᆫ', '줄', '알', '냐', '?', '니', '가', '죤나', '빡아사리', '이', '라서', '집중', '못', '하', '는', '거', '이', 'ᆷ', '뵹신색기', 'ㅋㅋ']","빡아사리,뵹신,색기,",
1980,뭐? 난 대만 중국 이런 쪽 짱깨느낌 나는 냄저들 딱 싫음 ㅋㅋ 죤나 싼티나잖아,1,"['뭐', '?', '나', 'ᆫ', '대만', '중국', '이런', '쪽', '짱깨', '느낌', '나', '는', '냄저', '들', '딱', '싫', '음', 'ㅋㅋ', '죤나', '싸', 'ᆫ', '티', '나', '잖아']","짱깨,냄저,싼티,",
1981,조센징이 조센징해서 놀랍지도 않다,1,"['조센징', '이', '조센징', '하', '어서', '놀랍', '지', '도', '않', '다']","조센징,",
1982,인간 말종들 한테는 총알도 아깝다,1,"['인간', '말', '종', '들', '한테', '는', '총알', '도', '아깝', '다']","인간말종,말종,",
1983,"왜, 너무 팩폭이라 지렸니 쫄보야?",1,"['왜', ',', '너무', '팩', '폭', '이', '라', '지렸니', '쫄보', '이', '야', '?']","쫄보,",
1984,그런 하타치 드라마 빨아주니까 우리나라 드라마가 발전이 없는 거임 리발아,1,"['그런', '하타치', '드라마', '빨', '어', '주', '니까', '우리', '나라', '드라마', '가', '발전', '이', '없', '는', '거', '이', 'ᆷ', '리발아']","하타치,리발아,",
1985,그거 좀마난 양아치네,1,"['그거', '좀', '마난', '양아치', '네']","좀마난,양아치,",
1986,니 인생 푹푹 빠지는 퇴비길만 걷길 기도할게.,1,"['니', '인생', '푹푹', '빠지', '는', '퇴비', '길', '만', '걷', '기', 'ᆯ', '기도', '하', 'ᆯ게', '.']","퇴비길,",
1987,"뭐래, 오크처럼 생긴 것들이.",1,"['뭐', '이', '래', ',', '오크', '처럼', '생기', 'ᆫ', '것', '들', '이', '.']","오크,",
1988,"그냥 염산을 부어서, 문신 녹여버리고 싶더라.",1,"['그냥', '염산', '을', '붓', '어서', ',', '문신', '녹이', '어', '버리', '고', '싶', '더라', '.']","염산,",
1989,못 배운 짱깨들이나 그러고 다니지.,1,"['못', '배우', 'ᆫ', '짱깨', '들', '이나', '그렇', '으고', '다니', '지', '.']","못배우,못배운,짱깨,",
1990,와 니 다리비잉신이 됐네ㅋㅋ 내 친구가 장애라니~!,1,"['와', '니', '다리비잉', '신', '이', '되', '었', '네', 'ㅋㅋ', '나', '의', '친구', '가', '장애', '이', '라니', '~', '!']","다리비잉신,장애,",
1991,쒸빨 니가 금연을? 좢같은 소리는 그만하고 담배나 빨자 미칑련아 건강은 무슨ㅋ,1,"['쒸빨', '니', '가', '금연', '을', '?', '좢', '같', '은', '소리', '는', '그만', '하', '고', '담배', '나', '빨', '자', '미칑련아', '건강', '은', '무슨', 'ㅋ']","쒸빨,좢,좢같은,미칑련,",
1992,엠생 좌좀 두마리 제거 됐네 ㅋㅋ,1,"['엠', '생', '좌좀', '두', '마리', '제거', '되', '었', '네', 'ㅋㅋ']","엠생,좌좀,",
1993,야 뭘꼬라,1,"['야', '뭘꼬라']","뭘꼬라,꼬라,",
1994,그럼 말로해 기분 ㅈ같게 꼬라보고 난리야,1,"['그럼', '말', '로', '하', '어', '기분', 'ㅈ', '같', '게', '꼬', '라', '보', '고', '나', 'ᆫ', '리', '야']","꼬라보,",
1995,그놈은 전봇대를 뽑아서 눈탱에 처박아도 시언찮은놈입니다.,1,"['그놈', '은', '전봇대', '를', '뽑', '어서', '눈탱', '에', '처박', '어도', '시언', '하', '지', '않', '은', '놈', '이', 'ᆸ니다', '.']","눈탱,",
1996,돼지 멱 따는 소리마냥 소리 질러서 진짜 식칼 만지작거렸다 나,1,"['돼지', '멱', '따', '는', '소리', '마냥', '소리', '지르', '어서', '진짜', '식칼', '만지작거리', '었', '다', '나']","돼지멱,멱따,식칼,",
1997,조금만 더 심했으면 칼부림 날 뻔 했네 ㅋㅋ,1,"['조금', '만', '더', '심하', '었', '으면', '칼부림', '나', 'ᆯ', '뻔', '하', '었', '네', 'ㅋㅋ']","칼부림,",
1998,하여튼 틀딱들은 다 뒤져야해,1,"['하여튼', '틀', '딱', '들', '은', '다', '뒤지', '어야', '하', '어']","틀딱,",
1999,안 쪽팔리냐~^^ 더듬당&떨거지 녀석들아....,1,"['안', '쪽팔리', '냐', '~', '^^', '더듬', '당', '&', '떨거지', '녀석', '들', '아', '....']","쪽팔리,떨거지,",
2000,애당초 양심없고 뻔뻔한 녀석들이라 쪽팔림 전혀 없음.,1,"['애당초', '양심', '없', '고', '뻔뻔', '하', 'ᆫ', '녀석', '들', '이', '라', '쪽팔리', 'ᆷ', '전혀', '없', '음', '.']","양심없,뻔뻔,쪽팔리,쪽팔림,",
2001,이런 오즤랄년 전화 한번만 더 하면 죽여버린다고 했지 어디야 쓰벨년아,1,"['이런', '오즤랄년', '전화', '한', '번', '만', '더', '하', '면', '죽이', '어', '버리', 'ᆫ다고', '하', '었', '지', '어디', '이', '야', '쓰벨년아']","오즤랄년,쓰벨년,",
2002,오늘은 사시미로 니 뺨따구 회뜨는 날~,1,"['오늘', '은', '사시미', '로', '니', '뺨', '따', '구', '회', '뜨', '는', '날', '~']","사시미,뺨따구,",
2003,내 뚝배기보다 니 뺨따구가 위험함~,1,"['내', '뚝배기', '보다', '니', '뺨따구', '가', '위험', '하', 'ᆷ', '~']","뚝배기,뺨따구,",
2004,싹퉁머리 없는년아 그따위로 생기질 말던가,1,"['싹', '퉁', '머리', '없', '는', '년', '아', '그', '따위', '로', '생기', '지', 'ᆯ', '말', '던가']","싹퉁머리,",
2005,아니면 개념장착하고 따까리짓을 잘하던가,1,"['아니면', '개념', '장착', '하', '고', '따까리', '짓', '을', '잘', '하', '던가']","따까리,따까리짓,",
2006,피쌰기들 줄줄이 몰려 오는 거 봐라,1,"['피쌰기', '들', '줄줄이', '몰리', '어', '오', '는', '거', '보', '어라']","피쌰기,",
2007,너 암살하려고 간첩으로 왔나봐ㅋㅋㅋ,1,"['너', '암살', '하', '려고', '간첩', '으로', '오', '었', '나', '보', '어', 'ㅋㅋㅋ']","간첩,",
2008,ㅋㅋㅇㅈ 거기 빡머갈집합소도 아니고 바보들만 모아놨나 진짜,1,"['ㅋㅋㅇㅈ', '거기', '빡머갈', '집합소', '도', '아니', '고', '바보', '들', '만', '모으', '어', '놓', '었', '나', '진짜']","빡머갈,",
2009,내가 유명인이 되는 방법은 칼부림 해서 칼부림녀 되는 방법뿐인 것 같아.,1,"['나', '가', '유명인', '이', '되', '는', '방법', '은', '칼부림', '하', '어서', '칼부림', '녀', '되', '는', '방법', '뿐', '이', 'ᆫ', '것', '같', '어', '.']","칼부림,칼부림녀,",
2010,개쫓씝날 강도들,1,"['개쫓씝', '날', '강도', '들']","개쫓씝,날강도,",
2011,"ㄹㅇ 시발 빨갱이샛기들이 뭐가 이쁘다고, 자국민도 제쳐두고 그 철가머리같은 샛기들한테 세금을 뿌리냐 애효...",1,"['ㄹㅇ', '시발', '빨갱이', '새', '엇', '기', '들', '이', '뭐', '가', '이쁘', '다고', ',', '자국민', '도', '제치', '어', '두', '고', '그', '철가머리', '같', '은', '샛기', '들', '한테', '세금', '을', '뿌리', '냐', '애효', '...']","시발,빨갱이,샛기,철머가리,",
2012,넌 진짜 80년대로 타임슬립해서 헬선생에게 자로 처맞아도 갱생 못할 놈이야,1,"['너', 'ᆫ', '진짜', '80', '년대', '로', '타임슬립', '하', '어서', '헬', '선생', '에게', '자', '로', '처', '맞', '어도', '갱생', '못', '하', 'ᆯ', '놈', '이', '야']","헬선생,",
2013,요즘 잼민이들은 안맞아서 정신을 못차려,1,"['요즘', '잼민이', '들', '은', '안', '맞', '어서', '정신', '을', '못', '차리', '어']","잼민이,",
2014,무지성 잼민이들 수준이지 뭐,1,"['무', '지성', '잼', '민', '이', '들', 'ᆯ', '수준', '이', '지', '뭐']","무지성,잼민이,",
2015,네 덕분에 오랜만에 오함마 손맛 한번 보자.,1,"['네', '덕분', '에', '오랜만', '에', '오', '함마', '손맛', '한', '번', '보', '자', '.']","오함마,",
2016,관종 OO이 배때기 기름 채워주러 가는 개돼지들~,1,"['관', '종', 'OO', '이', '배때기', '기름', '채우', '어', '주', '러', '가', '는', '개돼지', '들', '~']","배때기,개돼지,",
2017,뒤질라고 어디서 발뺌이야?,1,"['뒤지', 'ᆯ라고', '어디', '서', '발뺌', '이', '야', '?']","뒤지,뒤질,",
2018,머리통을 야구 방망이로 갈겨버려야 해,1,"['머리통', '을', '야구', '방망이', '로', '갈기', '어', '버리', '어야', '하', '어']","머리통,방망이,갈기어,갈겨,",
2019,범죄자 인권 외치는 인간들 다 디져야함,1,"['범죄자', '인권', '외치', '는', '인간', '들', '다', '디', '지', '어야', '하', 'ᆷ']","디지어야,디져야,",
2020,흉악 범죄는 남녀노소 구분없이 목짤라야함,1,"['흉악', '범죄', '는', '남녀노소', '구분', '없이', '목', '짜르', '어야', '하', 'ᆷ']","목짜르,목짤라,",
2021,무지성 대꺠문만 있는게 아님 저능아 취급중,1,"['무지', '성', '대꺠문', '만', '있', '는', '것', '이', '아니', 'ᆷ', '저능아', '취급', '중']","무지성,대꺠문,저능아,",
2022,그거 믿고 머리에 피도 안 마른 놈들 설치는 거 보면 칼빵 마려워,1,"['그거', '믿', '고', '머리', '에', '피', '도', '안', '마르', 'ᆫ', '놈', '들', '설치', '는', '거', '보', '면', '칼', '빵', '마렵', '어']","칼빵,",
2023,회사도 돈을벌어야 니들 월급주지....엄살쟁이 씨뺘뺘야,1,"['회사', '도', '돈', '을', '벌', '어야', '니', '들', '월급', '주', '지', '....', '엄살', '쟁이', '씨뺘뺘야']","씨뺘뺘,씨뺘뺘야,",
2024,떡볶이먹고 마작하는게 성평등 단체냐? 작작 쳐먹어야지 돼지년들이,1,"['떡볶이', '먹', '고', '마작', '하', '는', '것', '이', '성', '평등', '단체', '이', '냐', '?', '작작', '치', '어', '먹', '어야지', '돼지', '년', '들', '이']","작작,돼지,돼지년,년",
2025,넌 쥐자식처럼 생겼어,1,"['너', 'ᆫ', '쥐', '자식', '처럼', '생기', '었', '어']","쥐자식,자식,",
2026,하루에 스무명씩 자살중임 ㅋㅋ 이런 빡통머가리 친구랑 같은 한표라니,1,"['하루', '에', '스무', '명', '씩', '자살', '중임', 'ㅋㅋ', '이런', '빡통머가리', '친구', '랑', '같', '은', '한', '표', '라니']","자살,빡통머가리,빡통,머가리,",
2027,트젠은 사회악이라 자살하는 게 더 이득인데,1,"['트젠', '은', '사회악', '이', '라', '자살', '하', '는', '것', '이', '더', '이득', '이', 'ᆫ데']","사회악,자살,",
2028,무조건 쌍방 나오는 개조선에선 싸움나면 뭐라도 들고 뚝배기 깨는 게 이득이야,1,"['무조건', '쌍방', '나오', '는', '개', '조선', '에서', 'ᆫ', '싸움', '나', '면', '뭐', '이', '라도', '들', '고', '뚝배기', '깨', '는', '것', '이', '이득', '이', '야']","개조선,뚝배기,",
2029,씹페미가 늙으면 OO이 돼.,1,"['씹페미', '가', '늙', '으면', 'OO', '이', '되', '어', '.']","씹페미,",
2030,"페미년들은 잘 풀리면 맘충, 안 풀리면 캣맘충이라는 거지.",1,"['페미', '년', '들', '은', '잘', '풀리', '면', '맘', '충', ',', '안', '풀리', '면', '캣맘', '충', '이', '라는', '거', '이', '지', '.']","페미년,년,맘충,캣맘충,충,",
2031,"아니, 늙은 페미년들은 다 털바퀴 사료 들고 다녀.",1,"['아니', ',', '늙', '은', '페미년', '들', '은', '다', '털', '바퀴', '사료', '들', '고', '다니', '어', '.']","페미년,털바퀴,",
2032,"우리나라 판사놈들이야 지 꼴리는 대로지, 무슨 기준이 있겠냐.",1,"['우리나라', '판사', '놈', '들', '이야', '이', '지', '꼴리', '는', '대로', '이', '지', ',', '무슨', '기준', '이', '있', '겠', '냐', '.']","판사놈,",
2033,거품으로 곱창 터뜨려버리기 전에,1,"['거품', '으로', '곱창', '터뜨리', '어', '버리', '기', '전', '에']","곱창,곱창터뜨리,",
2034,철수세미로 얼굴 갈아줄까?,1,"['철', '수세미', '로', '얼굴', '갈', '어', '주', 'ᆯ까', '?']","철수세미,",
2035,ㅇㅇ 그냥 개나줬음 ㅋㅋ 싯팔 내주제에 무슨 다이어트,1,"['ㅇㅇ', '그냥', '개', '어', '나', '주', '었', '음', 'ㅋㅋ', '싯', '팔', '나', '의', '주제', '에', '무슨', '다이어트']","싯팔,",
2036,얼굴 피떡되고 나서 빌지 말고 그만 깝쳐라,1,"['얼굴', '피', '떡', '되', '고', '나', '어서', '빌', '지', '말', '고', '그만', '깝쳐라']","얼굴피떡,피떡,깝쳐라,",
2037,OO 저 새기도 개처맞아야 하는데,1,"['OO', '저', '새기도', '개처', '맞', '어야', '하', '는', '데']","새기,개처맞,",
2038,귓꾸녕이 막혔냐 무슨 소리가 그렇게 고막찢어지게 크게 틀어!,1,"['귓꾸녕', '이', '막히', '었', '냐', '무슨', '소리', '가', '그렇', '게', '고막', '찢어지', '게', '크', '게', '틀', '어', '!']","귓꾸녕,",
2039,너 표정이 왜 이렇게 썩창이야?,1,"['너', '표정', '이', '왜', '이렇', '게', '썩', '창', '이', '야', '?']","썩창,",
2040,운전 잘하는 색히는 왜 아무 데나 차를 못 세우는데?,1,"['운전', '잘', '하', '는', '색히', '는', '왜', '아무', '데', '나', '차', '를', '못', '세우', '는', '데', '?']","색히,",
2041,진짜 내가 발로 차면 갈비뼈 부러질 노친네들이 돈이라도 많이 주든가,1,"['진짜', '나', '가', '발', '로', '차', '면', '갈비뼈', '부러지', 'ᆯ', '노친', '네', '들', '이', '돈', '이', '라도', '많이', '주', '든가']","노친네,",
2042,OO 개샛기들은 아주 회사 문을 닫게 하지.,1,"['OO', '개샛기', '들', '은', '아주', '회사', '문', '을', '닫', '게', '하', '지', '.']","개샛기,",
2043,너 거의 똥 싸는 기계 수준임,1,"['너', '거의', '똥', '싸', '는', '기계', '수준', '이', 'ᆷ']","똥싸는기계,",
2044,집행 유예 기간에 음주 운전을 또 처했네 진짜 앰생이다,1,"['집행', '유예', '기간', '에', '음주', '운전', '을', '또', '처하', '었', '네', '진짜', '앰', '생', '이', '다']","앰생,'",
2045,에이 ㅆㅂ 장애인같은 색기들이 게임을 저따위로 하니까 그러지...너도 열라 구리게 하던데,1,"['에이', 'ㅆㅂ', '장애인', '같', '은', '색', '기', '들', '이', '게임', '을', '저', '따위', '로', '하', '니까', '그러', '지', '...', '너', '도', '열라', '구리', '게', '하', '던데']","장애인,색기,따위,구리,",
2046,ㅇㅇ 칼찌 마렵더라 ㅋㅋ,1,"['ㅇㅇ', '칼찌', '마렵', '더라', 'ㅋㅋ']","칼찌,칼찌마렵,",
2047,만나면 골통 깨버릴거임 ㅋㅋ,1,"['만나', '면', '골통', '깨', '어', '버리', 'ᆯ', '거', '이', 'ᆷ', 'ㅋㅋ']","골통,골통깨,",
2048,교수 대가리에 헤드샷 날리고 싶어,1,"['교수', '대가리', '에', '헤드', '샷', '날리', '고', '싶', '어']","대가리,헤드샷,",
2049,그 죤나 죶같이 생긴 그 전남친? 야 걔는 진짜 잦같이 생겨서 니가 아무리 거지꼴이라도 괜찮음 ㅋㅋ,1,"['그', '죤나', '죶', '같이', '생기', 'ᆫ', '그', '전', '남친', '?', '야', '걔', '는', '진짜', '잦', '같이', '생기', '어서', '니', '가', '아무리', '거지', '꼴', '이', '라도', '괜찮', '음', 'ㅋㅋ']","죤나,죶,죶같이,잦,잦같이,거지,거지꼴,",
